Old	New	ln_Old	ln_New	sqrt_Old	New/sqrt(Old)
55346787	18143	17,8291	9,8060	7439,54	2,4387
57992733	18615	17,8758	9,8317	7615,30	2,4444
58151153	18643	17,8786	9,8332	7625,69	2,4448
58555733	18714	17,8855	9,8370	7652,17	2,4456
65450180	19895	17,9968	9,8982	8090,13	2,4592
65695467	19936	18,0005	9,9003	8105,27	2,4596
66065040	19998	18,0062	9,9034	8128,04	2,4604
68000000	20318	18,0350	9,9193	8246,21	2,4639
69539120	20570	18,0574	9,9316	8339,01	2,4667
71076500	20818	18,0793	9,9436	8430,69	2,4693
72222093	21002	18,0953	9,9524	8498,36	2,4713
72246360	21006	18,0956	9,9526	8499,79	2,4714
75346040	21497	18,1376	9,9757	8680,21	2,4766
76765560	21719	18,1563	9,9859	8761,60	2,4789
77748540	21872	18,1690	9,9930	8817,51	2,4805
78088987	21924	18,1734	9,9953	8836,80	2,4810
78312313	21959	18,1762	9,9969	8849,42	2,4814
80000000	22218	18,1975	10,0087	8944,27	2,4840
425000000	55669	19,8676	10,9272	20615,53	2,7003
500000000	60874	20,0301	11,0166	22360,68	2,7224
